Real,Prediccion
8622.4,8305.842984154091
8270.86,7829.383546196521
4503.0,6103.105454263308
3215.9,3440.4574005652285
9586.5,8911.80076277129
5792.55,7198.036957452754
2589.23,2604.320670500829
2325.42,2138.6697389762103
6012.32,5855.246188255584
2711.52,2740.8214067199897
2874.24,3421.5204646865823
2149.21,1705.8081728185516
4665.24,5732.057814411664
4806.72,6535.561940178932
2598.24,2427.4429695684175
2495.92,2381.8629345169466
5731.6,7059.091318691579
2735.28,2715.665598796313
1944.72,1497.3601905881924
2768.64,2788.3334309039674
16002.4,12548.17230758565
6442.8,7307.957819731051
4813.2,5005.45542442517
3145.59,3371.4585681125955
1946.52,1320.463387052867
2575.58,2487.5111925962374
9301.2,8910.291281213065
1747.26,1947.939224331034
3320.4,3443.7848529499133
1930.2,1688.7726081493638
3066.66,3320.6868665339225
7340.16,7705.6742633718095
3772.32,3871.3528452606624
3544.8,3652.733797041721
8643.88,8303.68510614601
9170.84,8474.192682225534
9962.68,8816.988230287028
1436.64,861.3997034277718
6768.96,6658.427471706329
4776.6,5704.290155602002
1875.55,1456.5492629694209
2237.5,2047.2124763600668
4104.16,4058.0575184509544
2787.0,2694.240315057965
2257.6,2028.6984989525026
2577.61,2602.976356645833
1759.55,1331.378016546203
1655.52,1670.4188672934051
4469.28,4355.040911956119
4336.6,4748.5598934824975
7877.52,7951.32128864514
1849.45,1399.908555735342
1916.64,1442.6228770111093
2937.6,3051.4620244183625
4474.24,4393.794766788618
1209.87,889.1651447158001
3647.16,3629.9410851604134
5453.89,6608.088686396326
1839.96,1237.9354169930484
3204.36,3218.4250712272733
2881.92,2902.3587677841824
3138.8,3166.117727462479
2451.28,2297.30530825144
1719.76,1422.5315738766167
8265.4,7751.428783862166
3888.8,3955.9722718181383
2294.4,2202.8356420575965
10660.0,9369.097176881625
1955.7,1746.3859925695888
1512.52,969.8256093217269
1850.7,1263.5512055836143
4870.8,5090.489947636826
1683.45,1095.9241019059373
3618.24,3718.1867250029063
5381.2,5706.942634539413
5128.6,5216.4210540559
1926.84,2258.888918008992
4365.9,4350.866909099404
5054.64,5147.025599747365
6780.3,6497.600685398151
2819.4,2864.3600307984725
3065.04,3110.1621525584233
2322.42,2234.009379907302
3023.58,3136.809048107785
3954.08,4124.292245872935
1175.46,644.4900939125919
5349.84,6779.014947343227
4423.68,4474.669249944674
1154.4,580.6304434790336
3123.12,3159.4646458727148
2514.88,2440.771625223735
3203.34,3184.279223868545
4766.72,6450.4058068106115
8651.84,8391.085050953001
2906.19,3040.9258237802205
1615.74,1613.3175956527548
4108.92,4429.065580864641
4278.4,4324.686707536968
2205.49,1733.564776504144
5397.12,6651.537961670339
2243.2,2061.5143323197135
8258.64,7863.3539957440535
4817.88,4797.711240394341
5270.0,5297.2988210277
4698.24,5688.533904909667
2537.76,2496.927446815922
7383.74,7361.745688361012
4079.76,4465.179746445199
6038.28,5828.281245583261
2603.04,2526.3239165179803
2884.95,3110.7698271829195
1962.66,1421.915824417868
4620.48,6298.097746258332
5190.9,5524.356436865401
